stat_name,stat_displayValue,stat_label,stat_abbreviation,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_displayName,team_shortDisplayName,team_color,team_alternateColor,team_logo,game_id
assists,16,Assists,AST,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
steals,5,Steals,STL,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
blocks,6,Blocks,BLK,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
turnovers,14,Turnovers,TO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
teamTurnovers,0,Team Turnovers,TTO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
totalTurnovers,14,Total Turnovers,ToTO,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
technicalFouls,0,Technical Fouls,TECH,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
totalTechnicalFouls,0,Total Technical Fouls,TECH,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
flagrantFouls,0,Flagrant Fouls,FLAG,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
fouls,21,Fouls,PF,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
largestLead,4,Largest Lead,LL,8,s:40~l:59~t:8,minnesota-lynx,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401320567
fieldGoalsMade-fieldGoalsAttempted,34-64,FG,,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
fieldGoalPct,53.1,Field Goal %,FG%,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
threePointFieldGoalsMade-threePointFieldGoalsAttempted,8-17,3PT,,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
threePointFieldGoalPct,47.1,Three Point %,3P%,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
freeThrowsMade-freeThrowsAttempted,18-22,FT,,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
freeThrowPct,81.8,Free Throw %,FT%,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
totalRebounds,45,Rebounds,REB,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
offensiveRebounds,8,Offensive Rebounds,OR,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
defensiveRebounds,37,Defensive Rebounds,DR,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
assists,17,Assists,AST,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
steals,8,Steals,STL,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
blocks,3,Blocks,BLK,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
turnovers,26,Turnovers,TO,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
teamTurnovers,1,Team Turnovers,TTO,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
totalTurnovers,27,Total Turnovers,ToTO,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
technicalFouls,0,Technical Fouls,TECH,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
totalTechnicalFouls,0,Total Technical Fouls,TECH,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
flagrantFouls,0,Flagrant Fouls,FLAG,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
fouls,17,Fouls,PF,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
largestLead,23,Largest Lead,LL,3,s:40~l:59~t:3,dallas-wings,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401320568
fieldGoalsMade-fieldGoalsAttempted,28-78,FG,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
fieldGoalPct,35.9,Field Goal %,FG%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
threePointFieldGoalsMade-threePointFieldGoalsAttempted,7-27,3PT,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
threePointFieldGoalPct,25.9,Three Point %,3P%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
freeThrowsMade-freeThrowsAttempted,8-14,FT,,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
freeThrowPct,57.1,Free Throw %,FT%,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
totalRebounds,25,Rebounds,REB,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
offensiveRebounds,6,Offensive Rebounds,OR,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
defensiveRebounds,19,Defensive Rebounds,DR,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
assists,15,Assists,AST,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
steals,12,Steals,STL,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
blocks,3,Blocks,BLK,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
turnovers,15,Turnovers,TO,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
teamTurnovers,0,Team Turnovers,TTO,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
totalTurnovers,15,Total Turnovers,ToTO,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
technicalFouls,1,Technical Fouls,TECH,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
totalTechnicalFouls,1,Total Technical Fouls,TECH,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
flagrantFouls,0,Flagrant Fouls,FLAG,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
fouls,17,Fouls,PF,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
largestLead,9,Largest Lead,LL,6,s:40~l:59~t:6,los-angeles-sparks,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401320568
fieldGoalsMade-fieldGoalsAttempted,22-60,FG,,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
fieldGoalPct,36.7,Field Goal %,FG%,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
threePointFieldGoalsMade-threePointFieldGoalsAttempted,8-17,3PT,,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
threePointFieldGoalPct,47.1,Three Point %,3P%,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
freeThrowsMade-freeThrowsAttempted,18-21,FT,,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
freeThrowPct,85.7,Free Throw %,FT%,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
totalRebounds,36,Rebounds,REB,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
offensiveRebounds,3,Offensive Rebounds,OR,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
defensiveRebounds,33,Defensive Rebounds,DR,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
assists,21,Assists,AST,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
steals,7,Steals,STL,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
blocks,2,Blocks,BLK,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
turnovers,14,Turnovers,TO,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
teamTurnovers,1,Team Turnovers,TTO,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
totalTurnovers,15,Total Turnovers,ToTO,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
technicalFouls,0,Technical Fouls,TECH,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
totalTechnicalFouls,0,Total Technical Fouls,TECH,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
flagrantFouls,0,Flagrant Fouls,FLAG,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
fouls,20,Fouls,PF,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
largestLead,21,Largest Lead,LL,19,s:40~l:59~t:19,chicago-sky,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401320569
fieldGoalsMade-fieldGoalsAttempted,18-72,FG,,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
fieldGoalPct,25.0,Field Goal %,FG%,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
threePointFieldGoalsMade-threePointFieldGoalsAttempted,4-30,3PT,,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
threePointFieldGoalPct,13.3,Three Point %,3P%,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
freeThrowsMade-freeThrowsAttempted,16-19,FT,,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
freeThrowPct,84.2,Free Throw %,FT%,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
totalRebounds,44,Rebounds,REB,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
offensiveRebounds,14,Offensive Rebounds,OR,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
defensiveRebounds,30,Defensive Rebounds,DR,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
assists,10,Assists,AST,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
steals,10,Steals,STL,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
blocks,4,Blocks,BLK,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
turnovers,14,Turnovers,TO,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
teamTurnovers,2,Team Turnovers,TTO,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
totalTurnovers,16,Total Turnovers,ToTO,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
technicalFouls,0,Technical Fouls,TECH,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
totalTechnicalFouls,0,Total Technical Fouls,TECH,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
flagrantFouls,0,Flagrant Fouls,FLAG,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
fouls,20,Fouls,PF,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
largestLead,4,Largest Lead,LL,16,s:40~l:59~t:16,washington-mystics,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401320569
fieldGoalsMade-fieldGoalsAttempted,35-80,FG,,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
fieldGoalPct,43.8,Field Goal %,FG%,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
threePointFieldGoalsMade-threePointFieldGoalsAttempted,3-12,3PT,,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
threePointFieldGoalPct,25.0,Three Point %,3P%,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
freeThrowsMade-freeThrowsAttempted,10-12,FT,,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
freeThrowPct,83.3,Free Throw %,FT%,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
totalRebounds,33,Rebounds,REB,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
offensiveRebounds,6,Offensive Rebounds,OR,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
defensiveRebounds,27,Defensive Rebounds,DR,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
assists,22,Assists,AST,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
steals,4,Steals,STL,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
blocks,4,Blocks,BLK,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
turnovers,6,Turnovers,TO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
teamTurnovers,0,Team Turnovers,TTO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
totalTurnovers,6,Total Turnovers,ToTO,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
technicalFouls,0,Technical Fouls,TECH,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
totalTechnicalFouls,0,Total Technical Fouls,TECH,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
flagrantFouls,0,Flagrant Fouls,FLAG,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
fouls,13,Fouls,PF,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
largestLead,9,Largest Lead,LL,17,s:40~l:59~t:17,las-vegas-aces,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401320570
fieldGoalsMade-fieldGoalsAttempted,37-73,FG,,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
fieldGoalPct,50.7,Field Goal %,FG%,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
threePointFieldGoalsMade-threePointFieldGoalsAttempted,12-27,3PT,,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
threePointFieldGoalPct,44.4,Three Point %,3P%,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
freeThrowsMade-freeThrowsAttempted,11-15,FT,,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
freeThrowPct,73.3,Free Throw %,FT%,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
totalRebounds,44,Rebounds,REB,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
offensiveRebounds,6,Offensive Rebounds,OR,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
defensiveRebounds,38,Defensive Rebounds,DR,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
assists,23,Assists,AST,14,s:40~l:59~t:14,seattle-storm,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,https://a.espncdn.com/i/teamlogos/wnba/500/sea.png,401320570
