,id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.alternateColor,away.isActive,away.venue.id,away.logo,season,status.type.altDetail
0,401230468,s:40~l:59~e:401230468~c:401230468,2020-07-30T00:00Z,0,True,False,False,False,[],2020-07-30T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230469,s:40~l:59~e:401230469~c:401230469,2020-07-30T02:00Z,0,True,False,False,False,[],2020-07-30T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230470,s:40~l:59~e:401230470~c:401230470,2020-07-30T22:00Z,0,True,False,False,False,[],2020-07-30T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230471,s:40~l:59~e:401230471~c:401230471,2020-07-31T00:00Z,0,True,False,False,False,[],2020-07-31T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230472,s:40~l:59~e:401230472~c:401230472,2020-07-31T02:00Z,0,True,False,False,False,[],2020-07-31T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230753,s:40~l:59~e:401230753~c:401230753,2020-07-31T23:00Z,0,True,False,False,False,[],2020-07-31T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230754,s:40~l:59~e:401230754~c:401230754,2020-08-01T00:00Z,0,True,False,False,False,[],2020-08-01T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230755,s:40~l:59~e:401230755~c:401230755,2020-08-01T02:00Z,0,True,False,False,False,[],2020-08-01T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230756,s:40~l:59~e:401230756~c:401230756,2020-08-01T20:00Z,0,True,False,False,False,[],2020-08-01T20:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2020,
0,401230757,s:40~l:59~e:401230757~c:401230757,2020-08-01T22:00Z,0,True,False,False,False,[],2020-08-01T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,
0,401230758,s:40~l:59~e:401230758~c:401230758,2020-08-02T00:00Z,0,True,False,False,False,[],2020-08-02T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,
0,401230759,s:40~l:59~e:401230759~c:401230759,2020-08-02T17:00Z,0,True,False,False,False,[],2020-08-02T17:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230760,s:40~l:59~e:401230760~c:401230760,2020-08-02T19:30Z,0,True,False,False,False,[],2020-08-02T19:30Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230761,s:40~l:59~e:401230761~c:401230761,2020-08-02T22:00Z,0,True,False,False,False,[],2020-08-02T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230762,s:40~l:59~e:401230762~c:401230762,2020-08-04T22:00Z,0,True,False,False,False,[],2020-08-04T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,2020,
0,401230763,s:40~l:59~e:401230763~c:401230763,2020-08-04T23:00Z,0,True,False,False,False,[],2020-08-04T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230764,s:40~l:59~e:401230764~c:401230764,2020-08-05T01:00Z,0,True,False,False,False,[],2020-08-05T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230765,s:40~l:59~e:401230765~c:401230765,2020-08-05T23:00Z,0,True,False,False,False,[],2020-08-05T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2020,
0,401230766,s:40~l:59~e:401230766~c:401230766,2020-08-06T00:00Z,0,True,False,False,False,[],2020-08-06T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230767,s:40~l:59~e:401230767~c:401230767,2020-08-06T02:00Z,0,True,False,False,False,[],2020-08-06T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230768,s:40~l:59~e:401230768~c:401230768,2020-08-06T22:00Z,0,True,False,False,False,[],2020-08-06T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,2020,
0,401230769,s:40~l:59~e:401230769~c:401230769,2020-08-07T00:00Z,0,True,False,False,False,[],2020-08-07T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230770,s:40~l:59~e:401230770~c:401230770,2020-08-07T02:00Z,0,True,False,False,False,[],2020-08-07T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230771,s:40~l:59~e:401230771~c:401230771,2020-08-07T22:00Z,0,True,False,False,False,[],2020-08-07T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,2020,
0,401230772,s:40~l:59~e:401230772~c:401230772,2020-08-07T23:00Z,0,True,False,False,False,[],2020-08-07T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,2020,
0,401230773,s:40~l:59~e:401230773~c:401230773,2020-08-08T01:00Z,0,True,False,False,False,[],2020-08-08T01:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,2020,
0,401230774,s:40~l:59~e:401230774~c:401230774,2020-08-08T16:00Z,0,True,False,False,False,[],2020-08-08T16:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2020,
0,401230775,s:40~l:59~e:401230775~c:401230775,2020-08-08T19:00Z,0,True,False,False,False,[],2020-08-08T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
0,401230776,s:40~l:59~e:401230776~c:401230776,2020-08-08T21:00Z,0,True,False,False,False,[],2020-08-08T21:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,2020,
0,401230779,s:40~l:59~e:401230779~c:401230779,2020-08-09T19:00Z,0,True,False,False,False,[],2020-08-09T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,2020,
0,401230777,s:40~l:59~e:401230777~c:401230777,2020-08-09T21:00Z,0,True,False,False,False,[],2020-08-09T21:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,True,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,2020,
0,401230778,s:40~l:59~e:401230778~c:401230778,2020-08-09T23:00Z,0,True,False,False,False,[],2020-08-09T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,2020,
0,401230780,s:40~l:59~e:401230780~c:401230780,2020-08-10T22:00Z,0,True,False,False,False,[],2020-08-10T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,5190cd,f1f2f3,True,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,2020,
0,401230781,s:40~l:59~e:401230781~c:401230781,2020-08-10T23:00Z,0,True,False,False,False,[],2020-08-10T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,True,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,2020,
