id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,game_id,season,season_type,home_logo,away_logo,status_type_alt_detail
400539592,s:40~l:59~e:400539592~c:400539592,2014-07-17T16:30Z,6165,True,False,False,False,[],2014-07-17T16:30Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,400539592,2014,2,,,
400539593,s:40~l:59~e:400539593~c:400539593,2014-07-17T23:00Z,8333,True,False,False,False,[],2014-07-17T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539593,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539594,s:40~l:59~e:400539594~c:400539594,2014-07-18T02:00Z,9400,True,False,False,False,[],2014-07-18T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539594,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539595,s:40~l:59~e:400539595~c:400539595,2014-07-18T02:30Z,7240,True,False,False,False,[],2014-07-18T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539595,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400562214,s:40~l:59~e:400562214~c:400562214,2014-07-19T19:30Z,14685,True,True,False,False,"[{'type': 'event', 'headline': 'WNBA ALL-STAR GAME'}]",2014-07-19T19:30Z,4,ALLSTAR,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,99,s:40~l:59~t:99,Western Conf,West,WEST,WEST,WEST,,,True,763,98,s:40~l:59~t:98,Eastern Conf,East,EAST,EAST,EAST,,,True,,400562214,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/west.png,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/east.png,OT
400539596,s:40~l:59~e:400539596~c:400539596,2014-07-23T00:00Z,5891,True,False,False,False,[],2014-07-23T00:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539596,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539597,s:40~l:59~e:400539597~c:400539597,2014-07-23T00:00Z,6041,True,False,False,False,[],2014-07-23T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539597,2014,2,,,
400539599,s:40~l:59~e:400539599~c:400539599,2014-07-23T00:00Z,9332,True,False,False,False,[],2014-07-23T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,6,3,STATUS_FINAL,post,True,Final,Final/2OT,Final/2OT,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539599,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,2OT
400539598,s:40~l:59~e:400539598~c:400539598,2014-07-23T02:00Z,7429,True,False,False,False,[],2014-07-23T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539598,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539600,s:40~l:59~e:400539600~c:400539600,2014-07-23T15:30Z,16028,True,False,False,False,[],2014-07-23T15:30Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539600,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539601,s:40~l:59~e:400539601~c:400539601,2014-07-24T02:30Z,9089,True,False,False,False,[],2014-07-24T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539601,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539602,s:40~l:59~e:400539602~c:400539602,2014-07-25T02:00Z,4863,True,False,False,False,[],2014-07-25T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539602,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,OT
400539603,s:40~l:59~e:400539603~c:400539603,2014-07-25T02:30Z,10047,True,False,False,False,[],2014-07-25T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539603,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539604,s:40~l:59~e:400539604~c:400539604,2014-07-25T23:00Z,8616,True,False,False,False,[],2014-07-25T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539604,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,,
400539605,s:40~l:59~e:400539605~c:400539605,2014-07-25T23:30Z,4544,True,False,False,False,[],2014-07-25T23:30Z,1,STD,2206,McCamish Pavilion,Atlanta,GA,8900,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539605,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539606,s:40~l:59~e:400539606~c:400539606,2014-07-26T00:00Z,9104,True,False,False,False,[],2014-07-26T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,400539606,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,,
400539609,s:40~l:59~e:400539609~c:400539609,2014-07-26T20:00Z,5546,True,False,False,False,[],2014-07-26T20:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,400539609,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
400539607,s:40~l:59~e:400539607~c:400539607,2014-07-27T00:00Z,7649,True,False,False,False,[],2014-07-27T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539607,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539608,s:40~l:59~e:400539608~c:400539608,2014-07-27T02:00Z,9527,True,False,False,False,[],2014-07-27T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,5.0,5.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539608,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539610,s:40~l:59~e:400539610~c:400539610,2014-07-27T19:00Z,8019,True,False,False,False,[],2014-07-27T19:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539610,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539611,s:40~l:59~e:400539611~c:400539611,2014-07-27T20:00Z,8137,True,False,False,False,[],2014-07-27T20:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539611,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539612,s:40~l:59~e:400539612~c:400539612,2014-07-27T20:30Z,5540,True,False,False,False,[],2014-07-27T20:30Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539612,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539613,s:40~l:59~e:400539613~c:400539613,2014-07-29T02:30Z,6413,True,False,False,False,[],2014-07-29T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539613,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539614,s:40~l:59~e:400539614~c:400539614,2014-07-29T16:00Z,4308,True,False,False,False,[],2014-07-29T16:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539614,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539615,s:40~l:59~e:400539615~c:400539615,2014-07-29T23:00Z,8946,True,False,False,False,[],2014-07-29T23:00Z,1,STD,1830,Madison Square Garden,New York,NY,19763,False,0.0,0.0,5,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539615,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,OT
400539616,s:40~l:59~e:400539616~c:400539616,2014-07-30T00:00Z,8986,True,False,False,False,[],2014-07-30T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539616,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539617,s:40~l:59~e:400539617~c:400539617,2014-07-30T00:00Z,4735,True,False,False,False,[],2014-07-30T00:00Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,400539617,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,
400539618,s:40~l:59~e:400539618~c:400539618,2014-07-30T02:00Z,8983,True,False,False,False,[],2014-07-30T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,400539618,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,
400539619,s:40~l:59~e:400539619~c:400539619,2014-08-01T00:00Z,6043,True,False,False,False,[],2014-08-01T00:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539619,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539620,s:40~l:59~e:400539620~c:400539620,2014-08-01T00:00Z,9513,True,False,False,False,[],2014-08-01T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,400539620,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,
400539621,s:40~l:59~e:400539621~c:400539621,2014-08-01T00:00Z,6841,True,False,False,False,[],2014-08-01T00:00Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539621,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539622,s:40~l:59~e:400539622~c:400539622,2014-08-01T02:00Z,6179,True,False,False,False,[],2014-08-01T02:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539622,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539623,s:40~l:59~e:400539623~c:400539623,2014-08-02T00:00Z,8816,True,False,False,False,[],2014-08-02T00:00Z,1,STD,780,AT&T Center,San Antonio,TX,18500,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539623,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539624,s:40~l:59~e:400539624~c:400539624,2014-08-03T00:00Z,6339,True,False,False,False,[],2014-08-03T00:00Z,1,STD,1911,BOK Center,Tulsa,OK,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539624,2014,2,,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539625,s:40~l:59~e:400539625~c:400539625,2014-08-03T02:00Z,9239,True,False,False,False,[],2014-08-03T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,400539625,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,
400539626,s:40~l:59~e:400539626~c:400539626,2014-08-03T19:00Z,6547,True,False,False,False,[],2014-08-03T19:00Z,1,STD,1827,State Farm Arena,Atlanta,GA,16888,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539626,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539627,s:40~l:59~e:400539627~c:400539627,2014-08-03T19:30Z,8110,True,False,False,False,[],2014-08-03T19:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,400539627,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,
400539628,s:40~l:59~e:400539628~c:400539628,2014-08-03T22:00Z,6107,True,False,False,False,[],2014-08-03T22:00Z,1,STD,977,Allstate Arena,Glenview,IL,0,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,400539628,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,
400539629,s:40~l:59~e:400539629~c:400539629,2014-08-04T01:00Z,5736,True,False,False,False,[],2014-08-04T01:00Z,1,STD,2184,KeyArena,Seattle,WA,17459,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,True,2184,17,s:40~l:59~t:17,San Antonio,Stars,SA,San Antonio Stars,Stars,000000,c7cfd4,False,780,400539629,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,,
400539630,s:40~l:59~e:400539630~c:400539630,2014-08-05T23:00Z,5343,True,False,False,False,[],2014-08-05T23:00Z,1,STD,2160,Mohegan Sun Arena,Uncasville,CT,10000,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,True,2160,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539630,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
400539631,s:40~l:59~e:400539631~c:400539631,2014-08-05T23:00Z,6556,True,False,False,False,[],2014-08-05T23:00Z,1,STD,2183,Gainbridge Fieldhouse,Indianapolis,IN,17923,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,True,,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,400539631,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,
400539632,s:40~l:59~e:400539632~c:400539632,2014-08-05T23:00Z,7105,True,False,False,False,[],2014-08-05T23:00Z,1,STD,1823,Capital One Arena,Washington,DC,20362,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,True,1823,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,True,1826,400539632,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,
400539633,s:40~l:59~e:400539633~c:400539633,2014-08-06T02:00Z,12346,True,False,False,False,[],2014-08-06T02:00Z,1,STD,1949,Footprint Center,Phoenix,AZ,18055,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,True,1949,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,True,1827,400539633,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,
400539634,s:40~l:59~e:400539634~c:400539634,2014-08-06T02:30Z,7832,True,False,False,False,[],2014-08-06T02:30Z,1,STD,1841,crypto.com Arena,Los Angeles,CA,19068,True,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,True,1841,3,s:40~l:59~t:3,Tulsa,Shock,TUL,Tulsa Shock,Shock,11213e,c5d646,False,1911,400539634,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,,
400539635,s:40~l:59~e:400539635~c:400539635,2014-08-08T00:00Z,9222,True,False,False,False,[],2014-08-08T00:00Z,1,STD,2029,Target Center,Minneapolis,MN,19006,False,0.0,0.0,4,3,STATUS_FINAL,post,True,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,True,2029,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,True,1847,400539635,2014,2,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,
