id,uid,date,attendance,time_valid,neutral_site,conference_competition,recent,notes,start_date,type_id,type_abbreviation,venue_id,venue_full_name,venue_address_city,venue_address_state,venue_capacity,venue_indoor,status_clock,status_display_clock,status_period,status_type_id,status_type_name,status_type_state,status_type_completed,status_type_description,status_type_detail,status_type_short_detail,format_regulation_periods,home_id,home_uid,home_location,home_name,home_abbreviation,home_display_name,home_short_display_name,home_color,home_alternate_color,home_is_active,home_venue_id,home_logo,away_id,away_uid,away_location,away_name,away_abbreviation,away_display_name,away_short_display_name,away_color,away_alternate_color,away_is_active,away_venue_id,away_logo,game_id,season,season_type,status_type_alt_detail,odds,PBP
401244174,s:40~l:59~e:401244174~c:401244174,2020-09-20T19:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WNBA Semifinals - Game 1'}]",2020-09-20T19:00Z,16,SEMI,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,0,6,STATUS_POSTPONED,post,FALSE,Postponed,Postponed,Postponed,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401244174,2020,3,"","",FALSE
401244173,s:40~l:59~e:401244173~c:401244173,2020-09-20T17:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'WNBA Semifinals - Game 1'}]",2020-09-20T17:00Z,16,SEMI,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,401244173,2020,3,"","",TRUE
401244172,s:40~l:59~e:401244172~c:401244172,2020-09-18T01:20Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'SECOND ROUND'}]",2020-09-18T01:20Z,15,QTR,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,401244172,2020,3,"","",TRUE
401244171,s:40~l:59~e:401244171~c:401244171,2020-09-17T23:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'SECOND ROUND'}]",2020-09-17T23:00Z,15,QTR,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401244171,2020,3,"","",TRUE
401244170,s:40~l:59~e:401244170~c:401244170,2020-09-16T01:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FIRST ROUND'}]",2020-09-16T01:00Z,14,RD16,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401244170,2020,3,"","",TRUE
401244169,s:40~l:59~e:401244169~c:401244169,2020-09-15T23:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'FIRST ROUND'}]",2020-09-15T23:00Z,14,RD16,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,401244169,2020,3,"","",TRUE
401241311,s:40~l:59~e:401241311~c:401241311,2020-09-13T21:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 26'}]",2020-09-13T21:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401241311,2020,2,"","",FALSE
401241310,s:40~l:59~e:401241310~c:401241310,2020-09-13T19:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 27'}]",2020-09-13T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401241310,2020,2,"","",TRUE
401241309,s:40~l:59~e:401241309~c:401241309,2020-09-13T16:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 27'}]",2020-09-13T16:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401241309,2020,2,"","",TRUE
401230818,s:40~l:59~e:401230818~c:401230818,2020-09-12T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-12T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401230818,2020,2,"","",TRUE
401230819,s:40~l:59~e:401230819~c:401230819,2020-09-12T19:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-12T19:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401230819,2020,2,"","",TRUE
401230817,s:40~l:59~e:401230817~c:401230817,2020-09-12T16:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-12T16:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401230817,2020,2,"","",TRUE
401230869,s:40~l:59~e:401230869~c:401230869,2020-09-12T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-12T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,401230869,2020,2,"","",TRUE
401230868,s:40~l:59~e:401230868~c:401230868,2020-09-12T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-12T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401230868,2020,2,"","",TRUE
401230867,s:40~l:59~e:401230867~c:401230867,2020-09-11T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-11T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401230867,2020,2,"","",TRUE
401230866,s:40~l:59~e:401230866~c:401230866,2020-09-11T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-11T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,401230866,2020,2,"","",TRUE
401230865,s:40~l:59~e:401230865~c:401230865,2020-09-11T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-11T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,401230865,2020,2,"","",TRUE
401230864,s:40~l:59~e:401230864~c:401230864,2020-09-10T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-10T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,401230864,2020,2,"","",TRUE
401230816,s:40~l:59~e:401230816~c:401230816,2020-09-10T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-10T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,3,s:40~l:59~t:3,Dallas,Wings,DAL,Dallas Wings,Wings,11213e,c5d646,TRUE,3416,https://a.espncdn.com/i/teamlogos/wnba/500/dal.png,401230816,2020,2,"","",TRUE
401230863,s:40~l:59~e:401230863~c:401230863,2020-09-10T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-10T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,20,s:40~l:59~t:20,Atlanta,Dream,ATL,Atlanta Dream,Dream,d02030,383a37,TRUE,2206,https://a.espncdn.com/i/teamlogos/wnba/500/atl.png,401230863,2020,2,"","",TRUE
401230862,s:40~l:59~e:401230862~c:401230862,2020-09-09T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-09T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,5,3,STATUS_FINAL,post,TRUE,Final,Final/OT,Final/OT,4,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,401230862,2020,2,OT,"",TRUE
401230861,s:40~l:59~e:401230861~c:401230861,2020-09-09T02:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-09T02:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,17,s:40~l:59~t:17,Las Vegas,Aces,LV,Las Vegas Aces,Aces,000000,c7cfd4,TRUE,780,https://a.espncdn.com/i/teamlogos/wnba/500/lv.png,5,s:40~l:59~t:5,Indiana,Fever,IND,Indiana Fever,Fever,e2382f,08265b,TRUE,2183,https://a.espncdn.com/i/teamlogos/wnba/500/ind.png,401230861,2020,2,"","",TRUE
401230860,s:40~l:59~e:401230860~c:401230860,2020-09-09T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-09T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,16,s:40~l:59~t:16,Washington,Mystics,WSH,Washington Mystics,Mystics,e03a3e,09295a,TRUE,1823,https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,401230860,2020,2,"","",TRUE
401230859,s:40~l:59~e:401230859~c:401230859,2020-09-08T23:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-08T23:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,9,s:40~l:59~t:9,New York,Liberty,NY,New York Liberty,Liberty,0d79b9,89c9bf,TRUE,1830,https://a.espncdn.com/i/teamlogos/wnba/500/ny.png,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,401230859,2020,2,"","",TRUE
401241308,s:40~l:59~e:401241308~c:401241308,2020-09-07T22:00Z,0,TRUE,FALSE,FALSE,FALSE,"[{'type': 'event', 'headline': 'RESCHEDULED FROM AUG 26'}]",2020-09-07T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,11,s:40~l:59~t:11,Phoenix,Mercury,PHX,Phoenix Mercury,Mercury,3a267d,e56020,TRUE,1949,https://a.espncdn.com/i/teamlogos/wnba/500/phx.png,18,s:40~l:59~t:18,Connecticut,Sun,CONN,Connecticut Sun,Sun,de6b36,002d62,TRUE,2160,https://a.espncdn.com/i/teamlogos/wnba/500/conn.png,401241308,2020,2,"","",TRUE
401230858,s:40~l:59~e:401230858~c:401230858,2020-09-07T00:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-07T00:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,6,s:40~l:59~t:6,Los Angeles,Sparks,LA,Los Angeles Sparks,Sparks,532481,49ac9c,TRUE,1841,https://a.espncdn.com/i/teamlogos/wnba/500/la.png,19,s:40~l:59~t:19,Chicago,Sky,CHI,Chicago Sky,Sky,4f91cd,f1f2f3,TRUE,977,https://a.espncdn.com/i/teamlogos/wnba/500/chi.png,401230858,2020,2,"","",TRUE
401230857,s:40~l:59~e:401230857~c:401230857,2020-09-06T22:00Z,0,TRUE,FALSE,FALSE,FALSE,[],2020-09-06T22:00Z,1,STD,7097,IMG Academy,Bradenton,FL,0,TRUE,0,0,4,3,STATUS_FINAL,post,TRUE,Final,Final,Final,4,8,s:40~l:59~t:8,Minnesota,Lynx,MIN,Minnesota Lynx,Lynx,005084,47a757,TRUE,2029,https://a.espncdn.com/i/teamlogos/wnba/500/min.png,14,s:40~l:59~t:14,Seattle,Storm,SEA,Seattle Storm,Storm,05452a,f7c43c,TRUE,2184,https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png,401230857,2020,2,"","",TRUE
