id,uid,date,attendance,timeValid,neutralSite,conferenceCompetition,recent,notes,startDate,type.id,type.abbreviation,status.clock,status.displayClock,status.period,status.type.id,status.type.name,status.type.state,status.type.completed,status.type.description,status.type.detail,status.type.shortDetail,format.regulation.periods,home.id,home.uid,home.location,home.name,home.abbreviation,home.displayName,home.shortDisplayName,home.color,home.alternateColor,home.isActive,home.venue.id,home.logo,home.conferenceId,away.id,away.uid,away.location,away.name,away.abbreviation,away.displayName,away.shortDisplayName,away.color,away.isActive,away.venue.id,away.logo,away.conferenceId,game_id,season,season_type,away.alternateColor,status.type.altDetail,tournamentId,groups.id,groups.name,groups.shortName,groups.isConference,venue.id,venue.fullName,venue.address.city,venue.address.state,venue.capacity,venue.indoor
243170158,s:40~l:54~e:243170158~c:243170158,2004-11-13T01:05Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-13T01:05Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,158,s:40~l:54~t:158,Nebraska,Cornhuskers,NEB,Nebraska Cornhuskers,Nebraska,F20017,f5f1e7,True,4569,https://a.espncdn.com/i/teamlogos/ncaa/500/158.png,8,2710,s:40~l:54~t:2710,Western Illinois,Leathernecks,WIU,Western Illinois Leathernecks,W Illinois,4e1e8a,True,2197,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,47,243170158,2005,2,ffc90a,,,,,,,,,,,,
243190251,s:40~l:54~e:243190251~c:243190251,2004-11-14T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'STATE FARM CLASSIC'}]",2004-11-14T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,251,s:40~l:54~t:251,Texas,Longhorns,TEX,Texas Longhorns,Texas,EE7524,f0f0f0,True,2195,https://a.espncdn.com/i/teamlogos/ncaa/500/251.png,8,213,s:40~l:54~t:213,Penn State,Lady Lions,PSU,Penn State Lady Lions,Penn State,00265D,True,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,243190251,2005,2,002e5c,,,,,,,,,,,,
243190099,s:40~l:54~e:243190099~c:243190099,2004-11-14T18:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'STATE FARM CLASSIC'}]",2004-11-14T18:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,99,s:40~l:54~t:99,LSU,Tigers,LSU,LSU Tigers,LSU,fdd023,2b0d57,True,557,https://a.espncdn.com/i/teamlogos/ncaa/500/99.png,23,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,243190099,2005,2,ffb81c,,,,,,,,,,,,
243190150,s:40~l:54~e:243190150~c:243190150,2004-11-14T19:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-14T19:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,58,s:40~l:54~t:58,South Florida,Bulls,USF,South Florida Bulls,South Florida,004A36,True,2041,https://a.espncdn.com/i/teamlogos/ncaa/500/58.png,11,243190150,2005,2,231f20,,,,,,,,,,,,
243190194,s:40~l:54~e:243190194~c:243190194,2004-11-14T19:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-14T19:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,194,s:40~l:54~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,DE3121,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,2603,s:40~l:54~t:2603,Saint Joseph's,Hawks,JOES,Saint Joseph's Hawks,Saint Joseph's,C2071B,True,2150,https://a.espncdn.com/i/teamlogos/ncaa/500/2603.png,3,243190194,2005,2,101010,,,,,,,,,,,,
243190087,s:40~l:54~e:243190087~c:243190087,2004-11-15T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-15T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,158,s:40~l:54~t:158,Nebraska,Cornhuskers,NEB,Nebraska Cornhuskers,Nebraska,F20017,True,4569,https://a.espncdn.com/i/teamlogos/ncaa/500/158.png,8,243190087,2005,2,f5f1e7,,,,,,,,,,,,
243192439,s:40~l:54~e:243192439~c:243192439,2004-11-14T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'WBCA CLASSIC'}]",2004-11-14T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2439,s:40~l:54~t:2439,UNLV,Lady Rebels,UNLV,UNLV Lady Rebels,UNLV,000000,c2c4c6,True,1051,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,44,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,243192439,2005,2,981a31,,,,,,,,,,,,
243190012,s:40~l:54~e:243190012~c:243190012,2004-11-14T21:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-14T21:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,12,s:40~l:54~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,00205b,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,242,s:40~l:54~t:242,Rice,Owls,RICE,Rice Owls,Rice,003D7D,True,1902,https://a.espncdn.com/i/teamlogos/ncaa/500/242.png,30,243190012,2005,2,d1d5d8,,,,,,,,,,,,
243190264,s:40~l:54~e:243190264~c:243190264,2004-11-14T23:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'WBCA CLASSIC'}]",2004-11-14T23:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,243190264,2005,2,000000,,,,,,,,,,,,
243200264,s:40~l:54~e:243200264~c:243200264,2004-11-16T03:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'WBCA CLASSIC'}]",2004-11-16T03:00Z,0,N/A,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,264,s:40~l:54~t:264,Washington,Huskies,WASH,Washington Huskies,Washington,2B2F64,e8e3d3,True,782,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,21,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,243200264,2005,2,981a31,OT,,,,,,,,,,,
243202579,s:40~l:54~e:243202579~c:243202579,2004-11-16T01:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'WBCA CLASSIC'}]",2004-11-16T01:00Z,1,STD,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2579,s:40~l:54~t:2579,South Carolina,Gamecocks,SC,South Carolina Gamecocks,South Carolina,670010,000000,True,1962,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,23,2439,s:40~l:54~t:2439,UNLV,Lady Rebels,UNLV,UNLV Lady Rebels,UNLV,000000,True,1051,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,44,243202579,2005,2,c2c4c6,,,,,,,,,,,,
243220087,s:40~l:54~e:243220087~c:243220087,2004-11-18T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-18T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,87,s:40~l:54~t:87,Notre Dame,Fighting Irish,ND,Notre Dame Fighting Irish,Notre Dame,00122b,ae9142,True,282,https://a.espncdn.com/i/teamlogos/ncaa/500/87.png,4,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,243220087,2005,2,f1f2f3,,,,,,,,,,,,
243220194,s:40~l:54~e:243220194~c:243220194,2004-11-18T00:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'PRESEASON WNIT'}]",2004-11-18T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,194,s:40~l:54~t:194,Ohio State,Buckeyes,OSU,Ohio State Buckeyes,Ohio State,DE3121,666666,True,317,https://a.espncdn.com/i/teamlogos/ncaa/500/194.png,7,12,s:40~l:54~t:12,Arizona,Wildcats,ARIZ,Arizona Wildcats,Arizona,002449,True,1064,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,21,243220194,2005,2,00205b,,,,,,,,,,,,
243240236,s:40~l:54~e:243240236~c:243240236,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,236,s:40~l:54~t:236,Chattanooga,Mocs,UTC,Chattanooga Mocs,Chattanooga,00386b,dca71d,True,2146,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,24,2633,s:40~l:54~t:2633,Tennessee,Lady Volunteers,TENN,Tennessee Lady Volunteers,Tennessee,EE9627,True,2044,https://a.espncdn.com/i/teamlogos/ncaa/500/2633_ncw.png,23,243240236,2005,2,ffffff,,,,,,,,,,,,
243240041,s:40~l:54~e:243240041~c:243240041,2004-11-20T00:30Z,0,True,False,False,False,[],2004-11-20T00:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,41,s:40~l:54~t:41,UConn,Huskies,CONN,UConn Huskies,UConn,001d40,f1f2f3,True,1956,https://a.espncdn.com/i/teamlogos/ncaa/500/41.png,4,2084,s:40~l:54~t:2084,Buffalo,Bulls,BUFF,Buffalo Bulls,Buffalo,041A9B,True,2107,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,14,243240041,2005,2,ebebeb,,,,,,,,,,,,
243240061,s:40~l:54~e:243240061~c:243240061,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,1,STD,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,61,s:40~l:54~t:61,Georgia,Lady Bulldogs,UGA,Georgia Lady Bulldogs,Georgia,CC0000,000000,True,2088,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,23,231,s:40~l:54~t:231,Furman,Paladins,FUR,Furman Paladins,Furman,4A2184,True,2166,https://a.espncdn.com/i/teamlogos/ncaa/500/231.png,24,243240061,2005,2,909090,,,,,,,,,,,,
243240150,s:40~l:54~e:243240150~c:243240150,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,150,s:40~l:54~t:150,Duke,Blue Devils,DUKE,Duke Blue Devils,Duke,001A57,f1f2f3,True,1914,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,2,213,s:40~l:54~t:213,Penn State,Lady Lions,PSU,Penn State Lady Lions,Penn State,00265D,True,1942,https://a.espncdn.com/i/teamlogos/ncaa/500/213.png,7,243240150,2005,2,002e5c,,,,,,,,,,,,
243240254,s:40~l:54~e:243240254~c:243240254,2004-11-20T01:00Z,0,True,False,False,False,[],2004-11-20T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,254,s:40~l:54~t:254,Utah,Utes,UTAH,Utah Utes,Utah,890012,7e8083,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/254.png,44,24,s:40~l:54~t:24,Stanford,Cardinal,STAN,Stanford Cardinal,Stanford,A80532,True,820,https://a.espncdn.com/i/teamlogos/ncaa/500/24.png,21,243240254,2005,2,ffffff,,,,,,,,,,,,
243240239,s:40~l:54~e:243240239~c:243240239,2004-11-20T01:00Z,0,True,False,False,False,[],2004-11-20T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,239,s:40~l:54~t:239,Baylor,Bears,BAY,Baylor Bears,Baylor,004834,ffb81c,True,1049,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,8,84,s:40~l:54~t:84,Indiana,Hoosiers,IU,Indiana Hoosiers,Indiana,7D110C,True,2092,https://a.espncdn.com/i/teamlogos/ncaa/500/84.png,7,243240239,2005,2,eeedeb,,,,,,,,,,,,
243240153,s:40~l:54~e:243240153~c:243240153,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,153,s:40~l:54~t:153,North Carolina,Tar Heels,UNC,North Carolina Tar Heels,North Carolina,99bfe5,13294b,True,,https://a.espncdn.com/i/teamlogos/ncaa/500/153.png,2,2210,s:40~l:54~t:2210,Elon,Phoenix,ELON,Elon Phoenix,Elon,020303,True,5725,https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png,24,243240153,2005,2,b59a57,,,,,,,,,,,,
243240238,s:40~l:54~e:243240238~c:243240238,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,238,s:40~l:54~t:238,Vanderbilt,Commodores,VAN,Vanderbilt Commodores,Vanderbilt,000000,231f20,True,2084,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,23,2598,s:40~l:54~t:2598,St. Francis (PA),Red Flash,SFPA,St. Francis (PA) Red Flash,St Francis PA,a20012,True,2149,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,19,243240238,2005,2,,,,,,,,,,,,,
243240135,s:40~l:54~e:243240135~c:243240135,2004-11-20T02:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'SUBWAY CLASSIC'}]",2004-11-20T02:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,135,s:40~l:54~t:135,Minnesota,Golden Gophers,MINN,Minnesota Golden Gophers,Minnesota,981a31,981a31,True,2094,https://a.espncdn.com/i/teamlogos/ncaa/500/135.png,7,2032,s:40~l:54~t:2032,Arkansas State,Red Wolves,ARST,Arkansas State Red Wolves,Arkansas State,e81018,True,2033,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,27,243240135,2005,2,000000,,,,,,,,,,,,
243242306,s:40~l:54~e:243242306~c:243242306,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2306,s:40~l:54~t:2306,Kansas State,Wildcats,KSU,Kansas State Wildcats,Kansas State,633194,e7d2ad,True,2131,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,8,2751,s:40~l:54~t:2751,Wyoming,Cowgirls,WYO,Wyoming Cowgirls,Wyoming,533B22,True,2053,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,44,243242306,2005,2,ffffff,,,,,,,,,,,,
243240093,s:40~l:54~e:243240093~c:243240093,2004-11-20T01:30Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'MORAN REALTY CLASSIC'}]",2004-11-20T01:30Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,305,s:40~l:54~t:305,DePaul,Blue Demons,DEP,DePaul Blue Demons,DePaul,2d649c,ce1125,True,1997,https://a.espncdn.com/i/teamlogos/ncaa/500/305.png,11,93,s:40~l:54~t:93,Murray State,Racers,MUR,Murray State Racers,Murray State,002148,True,2022,https://a.espncdn.com/i/teamlogos/ncaa/500/93.png,20,243240093,2005,2,000e00,,,,,,,,,,,,
243240201,s:40~l:54~e:243240201~c:243240201,2004-11-20T01:00Z,0,True,False,False,False,[],2004-11-20T01:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,201,s:40~l:54~t:201,Oklahoma,Sooners,OU,Oklahoma Sooners,Oklahoma,7b0000,cccccc,True,1991,https://a.espncdn.com/i/teamlogos/ncaa/500/201.png,8,2546,s:40~l:54~t:2546,Southeast Missouri State,Redhawks,SEMO,Southeast Missouri State Redhawks,SE Missouri St,cc0000,True,1917,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,20,243240201,2005,2,080808,,,,,,,,,,,,
243242026,s:40~l:54~e:243242026~c:243242026,2004-11-20T00:00Z,0,True,False,False,False,[],2004-11-20T00:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,2026,s:40~l:54~t:2026,Appalachian State,Mountaineers,APP,Appalachian State Mountaineers,Appalachian St,000000,ffcd00,True,2137,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,24,120,s:40~l:54~t:120,Maryland,Terrapins,MD,Maryland Terrapins,Maryland,D5002B,True,2133,https://a.espncdn.com/i/teamlogos/ncaa/500/120.png,2,243242026,2005,2,ffcd00,,,,,,,,,,,,
243240339,s:40~l:54~e:243240339~c:243240339,2004-11-19T16:00Z,0,True,False,False,False,[],2004-11-19T16:00Z,0,N/A,0.0,0:00,2,3,STATUS_FINAL,post,True,Final,Final,Final,2,339,s:40~l:54~t:339,Evansville,Purple Aces,EVAN,Evansville Purple Aces,Evansville,663399,ef6f00,True,2462,https://a.espncdn.com/i/teamlogos/ncaa/500/339.png,18,2630,s:40~l:54~t:2630,UT Martin,Skyhawks,UTM,UT Martin Skyhawks,UT Martin,FF6700,True,7229,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,20,243240339,2005,2,102a5c,,,,,,,,,,,,
243240333,s:40~l:54~e:243240333~c:243240333,2004-11-19T18:00Z,0,True,False,False,False,[],2004-11-19T18:00Z,0,N/A,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,333,s:40~l:54~t:333,Alabama,Crimson Tide,ALA,Alabama Crimson Tide,Alabama,690014,f1f2f3,True,1925,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,23,130,s:40~l:54~t:130,Michigan,Wolverines,MICH,Michigan Wolverines,Michigan,00274c,True,1986,https://a.espncdn.com/i/teamlogos/ncaa/500/130.png,7,243240333,2005,2,00274c,OT,,,,,,,,,,,
243242005,s:40~l:54~e:243242005~c:243242005,2004-11-19T20:00Z,0,True,False,False,False,"[{'type': 'event', 'headline': 'RADISSON INN CLASSIC'}]",2004-11-19T20:00Z,0,N/A,0.0,0:00,3,3,STATUS_FINAL,post,True,Final,Final/OT,Final/OT,2,2005,s:40~l:54~t:2005,Air Force,Falcons,AFA,Air Force Falcons,Air Force,004a7b,ffffff,True,2014,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,44,147,s:40~l:54~t:147,Montana State,Bobcats,MTST,Montana State Bobcats,Montana State,003875,True,2065,https://a.espncdn.com/i/teamlogos/ncaa/500/147.png,5,243242005,2005,2,bf965c,OT,,,,,,,,,,,
